fips,county_name,state_abb,state_fips,county_fips,county_ns
,Autauga County,AL,1,1,161526
,Baldwin County,AL,1,3,161527
,Barbour County,AL,1,5,161528
,Bibb County,AL,1,7,161529
,Blount County,AL,1,9,161530
,Bullock County,AL,1,11,161531
,Butler County,AL,1,13,161532
,Calhoun County,AL,1,15,161533
,Chambers County,AL,1,17,161534
,Cherokee County,AL,1,19,161535
,Chilton County,AL,1,21,161536
,Choctaw County,AL,1,23,161537
,Clarke County,AL,1,25,161538
,Clay County,AL,1,27,161539
,Cleburne County,AL,1,29,161540
,Coffee County,AL,1,31,161541
,Colbert County,AL,1,33,161542
,Conecuh County,AL,1,35,161543
,Coosa County,AL,1,37,161544
,Covington County,AL,1,39,161545
,Crenshaw County,AL,1,41,161546
,Cullman County,AL,1,43,161547
,Dale County,AL,1,45,161548
,Dallas County,AL,1,47,161549
,DeKalb County,AL,1,49,161550
,Elmore County,AL,1,51,161551
,Escambia County,AL,1,53,161552
,Etowah County,AL,1,55,161553
,Fayette County,AL,1,57,161554
,Franklin County,AL,1,59,161555
,Geneva County,AL,1,61,161556
,Greene County,AL,1,63,161557
,Hale County,AL,1,65,161558
,Henry County,AL,1,67,161559
,Houston County,AL,1,69,161560
,Jackson County,AL,1,71,161561
,Jefferson County,AL,1,73,161562
,Lamar County,AL,1,75,161563
,Lauderdale County,AL,1,77,161564
,Lawrence County,AL,1,79,161565
,Lee County,AL,1,81,161566
,Limestone County,AL,1,83,161567
,Lowndes County,AL,1,85,161568
,Macon County,AL,1,87,161569
,Madison County,AL,1,89,161570
,Marengo County,AL,1,91,161572
,Marion County,AL,1,93,161573
,Marshall County,AL,1,95,161574
,Mobile County,AL,1,97,161575
,Monroe County,AL,1,99,161576
,Montgomery County,AL,1,101,161577
,Morgan County,AL,1,103,161578
,Perry County,AL,1,105,161579
,Pickens County,AL,1,107,161580
,Pike County,AL,1,109,161581
,Randolph County,AL,1,111,161582
,Russell County,AL,1,113,161583
,St. Clair County,AL,1,115,164997
,Shelby County,AL,1,117,161584
,Sumter County,AL,1,119,161585
,Talladega County,AL,1,121,161586
,Tallapoosa County,AL,1,123,161587
,Tuscaloosa County,AL,1,125,161588
,Walker County,AL,1,127,161589
,Washington County,AL,1,129,161590
,Wilcox County,AL,1,131,161591
,Winston County,AL,1,133,161592
,Aleutians East Borough,AK,2,13,1419964
,Aleutians West Census Area,AK,2,16,1419965
,Anchorage Municipality,AK,2,20,1416061
,Bethel Census Area,AK,2,50,1419966
,Bristol Bay Borough,AK,2,60,1419967
,Chugach Census Area,AK,2,63,2804400
,Copper River Census Area,AK,2,66,2804401
,Denali Borough,AK,2,68,1419988
,Dillingham Census Area,AK,2,70,1419968
,Fairbanks North Star Borough,AK,2,90,1419969
,Haines Borough,AK,2,100,1419970
,Hoonah-Angoon Census Area,AK,2,105,2371430
,Juneau City and Borough,AK,2,110,1419971
,Kenai Peninsula Borough,AK,2,122,1419972
,Ketchikan Gateway Borough,AK,2,130,1419973
,Kodiak Island Borough,AK,2,150,1419974
,Kusilvak Census Area,AK,2,158,1419985
,Lake and Peninsula Borough,AK,2,164,1419975
,Matanuska-Susitna Borough,AK,2,170,1419976
,Nome Census Area,AK,2,180,1419977
,North Slope Borough,AK,2,185,1419978
,Northwest Arctic Borough,AK,2,188,1419979
,Petersburg Borough,AK,2,195,2516404
,Prince of Wales-Hyder Census Area,AK,2,198,1419980
,Sitka City and Borough,AK,2,220,1419981
,Skagway Municipality,AK,2,230,2339479
,Southeast Fairbanks Census Area,AK,2,240,1419983
,Wrangell City and Borough,AK,2,275,2516402
,Yakutat City and Borough,AK,2,282,1419986
,Yukon-Koyukuk Census Area,AK,2,290,1419987
,Apache County,AZ,4,1,25441
,Cochise County,AZ,4,3,25442
,Coconino County,AZ,4,5,25443
,Gila County,AZ,4,7,40471
,Graham County,AZ,4,9,25444
,Greenlee County,AZ,4,11,42807
,La Paz County,AZ,4,12,43540
,Maricopa County,AZ,4,13,37026
,Mohave County,AZ,4,15,25445
,Navajo County,AZ,4,17,42808
,Pima County,AZ,4,19,25446
,Pinal County,AZ,4,21,25447
,Santa Cruz County,AZ,4,23,40472
,Yavapai County,AZ,4,25,42809
,Yuma County,AZ,4,27,23901
,Arkansas County,AR,5,1,63755
,Ashley County,AR,5,3,63756
,Baxter County,AR,5,5,69895
,Benton County,AR,5,7,69896
,Boone County,AR,5,9,69897
,Bradley County,AR,5,11,63757
,Calhoun County,AR,5,13,63758
,Carroll County,AR,5,15,66975
,Chicot County,AR,5,17,69160
,Clark County,AR,5,19,66845
,Clay County,AR,5,21,63759
,Cleburne County,AR,5,23,66983
,Cleveland County,AR,5,25,63760
,Columbia County,AR,5,27,63761
,Conway County,AR,5,29,66846
,Craighead County,AR,5,31,66847
,Crawford County,AR,5,33,69161
,Crittenden County,AR,5,35,69162
,Cross County,AR,5,37,66848
,Dallas County,AR,5,39,66849
,Desha County,AR,5,41,66850
,Drew County,AR,5,43,66851
,Faulkner County,AR,5,45,66852
,Franklin County,AR,5,47,66853
,Fulton County,AR,5,49,66854
,Garland County,AR,5,51,66855
,Grant County,AR,5,53,66856
,Greene County,AR,5,55,66857
,Hempstead County,AR,5,57,66858
,Hot Spring County,AR,5,59,66859
,Howard County,AR,5,61,66872
,Independence County,AR,5,63,69163
,Izard County,AR,5,65,66860
,Jackson County,AR,5,67,66861
,Jefferson County,AR,5,69,66862
,Johnson County,AR,5,71,66863
,Lafayette County,AR,5,73,66864
,Lawrence County,AR,5,75,66865
,Lee County,AR,5,77,66866
,Lincoln County,AR,5,79,66873
,Little River County,AR,5,81,66874
,Logan County,AR,5,83,82850
,Lonoke County,AR,5,85,69164
,Madison County,AR,5,87,69165
,Marion County,AR,5,89,69898
,Miller County,AR,5,91,69166
,Mississippi County,AR,5,93,69899
,Monroe County,AR,5,95,69167
,Montgomery County,AR,5,97,69168
,Nevada County,AR,5,99,69169
,Newton County,AR,5,101,69900
,Ouachita County,AR,5,103,69170
,Perry County,AR,5,105,69171
,Phillips County,AR,5,107,69172
,Pike County,AR,5,109,69173
,Poinsett County,AR,5,111,69174
,Polk County,AR,5,113,69175
,Pope County,AR,5,115,69901
,Prairie County,AR,5,117,69176
,Pulaski County,AR,5,119,69177
,Randolph County,AR,5,121,69178
,St. Francis County,AR,5,123,83331
,Saline County,AR,5,125,67102
,Scott County,AR,5,127,69179
,Searcy County,AR,5,129,69180
,Sebastian County,AR,5,131,69181
,Sevier County,AR,5,133,69182
,Sharp County,AR,5,135,69183
,Stone County,AR,5,137,69902
,Union County,AR,5,139,69903
,Van Buren County,AR,5,141,69904
,Washington County,AR,5,143,69905
,White County,AR,5,145,69906
,Woodruff County,AR,5,147,69907
,Yell County,AR,5,149,69908
,Alameda County,CA,6,1,1675839
,Alpine County,CA,6,3,1675840
,Amador County,CA,6,5,1675841
,Butte County,CA,6,7,1675842
,Calaveras County,CA,6,9,1675885
,Colusa County,CA,6,11,1675902
,Contra Costa County,CA,6,13,1675903
,Del Norte County,CA,6,15,1682074
,El Dorado County,CA,6,17,277273
,Fresno County,CA,6,19,277274
,Glenn County,CA,6,21,277275
,Humboldt County,CA,6,23,1681908
,Imperial County,CA,6,25,277277
,Inyo County,CA,6,27,1804637
,Kern County,CA,6,29,2054176
,Kings County,CA,6,31,277280
,Lake County,CA,6,33,277281
,Lassen County,CA,6,35,1693324
,Los Angeles County,CA,6,37,277283
,Madera County,CA,6,39,277284
,Marin County,CA,6,41,277285
,Mariposa County,CA,6,43,277286
,Mendocino County,CA,6,45,277287
,Merced County,CA,6,47,277288
,Modoc County,CA,6,49,277289
,Mono County,CA,6,51,277290
,Monterey County,CA,6,53,277291
,Napa County,CA,6,55,277292
,Nevada County,CA,6,57,1682927
,Orange County,CA,6,59,277294
,Placer County,CA,6,61,277295
,Plumas County,CA,6,63,277296
,Riverside County,CA,6,65,277297
,Sacramento County,CA,6,67,277298
,San Benito County,CA,6,69,277299
,San Bernardino County,CA,6,71,277300
,San Diego County,CA,6,73,277301
,San Francisco County,CA,6,75,277302
,San Joaquin County,CA,6,77,277303
,San Luis Obispo County,CA,6,79,277304
,San Mateo County,CA,6,81,277305
,Santa Barbara County,CA,6,83,277306
,Santa Clara County,CA,6,85,277307
,Santa Cruz County,CA,6,87,277308
,Shasta County,CA,6,89,1682610
,Sierra County,CA,6,91,277310
,Siskiyou County,CA,6,93,277311
,Solano County,CA,6,95,277312
,Sonoma County,CA,6,97,1657246
,Stanislaus County,CA,6,99,277314
,Sutter County,CA,6,101,277315
,Tehama County,CA,6,103,1692767
,Trinity County,CA,6,105,277317
,Tulare County,CA,6,107,277318
,Tuolumne County,CA,6,109,277319
,Ventura County,CA,6,111,277320
,Yolo County,CA,6,113,277321
,Yuba County,CA,6,115,277322
,Adams County,CO,8,1,198116
,Alamosa County,CO,8,3,198117
,Arapahoe County,CO,8,5,198118
,Archuleta County,CO,8,7,198119
,Baca County,CO,8,9,198120
,Bent County,CO,8,11,198121
,Boulder County,CO,8,13,198122
,Broomfield County,CO,8,14,1945881
,Chaffee County,CO,8,15,198123
,Cheyenne County,CO,8,17,198124
,Clear Creek County,CO,8,19,198125
,Conejos County,CO,8,21,198126
,Costilla County,CO,8,23,198127
,Crowley County,CO,8,25,198128
,Custer County,CO,8,27,198129
,Delta County,CO,8,29,198130
,Denver County,CO,8,31,198131
,Dolores County,CO,8,33,198132
,Douglas County,CO,8,35,198133
,Eagle County,CO,8,37,198134
,Elbert County,CO,8,39,198136
,El Paso County,CO,8,41,198135
,Fremont County,CO,8,43,198137
,Garfield County,CO,8,45,198138
,Gilpin County,CO,8,47,198139
,Grand County,CO,8,49,198140
,Gunnison County,CO,8,51,198141
,Hinsdale County,CO,8,53,198142
,Huerfano County,CO,8,55,198143
,Jackson County,CO,8,57,198144
,Jefferson County,CO,8,59,198145
,Kiowa County,CO,8,61,198146
,Kit Carson County,CO,8,63,198147
,Lake County,CO,8,65,198149
,La Plata County,CO,8,67,198148
,Larimer County,CO,8,69,198150
,Las Animas County,CO,8,71,198151
,Lincoln County,CO,8,73,198152
,Logan County,CO,8,75,198153
,Mesa County,CO,8,77,198154
,Mineral County,CO,8,79,198155
,Moffat County,CO,8,81,198156
,Montezuma County,CO,8,83,198157
,Montrose County,CO,8,85,198158
,Morgan County,CO,8,87,198159
,Otero County,CO,8,89,198160
,Ouray County,CO,8,91,198161
,Park County,CO,8,93,198162
,Phillips County,CO,8,95,198163
,Pitkin County,CO,8,97,198164
,Prowers County,CO,8,99,198165
,Pueblo County,CO,8,101,198166
,Rio Blanco County,CO,8,103,198167
,Rio Grande County,CO,8,105,198168
,Routt County,CO,8,107,198169
,Saguache County,CO,8,109,198170
,San Juan County,CO,8,111,198171
,San Miguel County,CO,8,113,198172
,Sedgwick County,CO,8,115,198173
,Summit County,CO,8,117,198174
,Teller County,CO,8,119,198175
,Washington County,CO,8,121,198176
,Weld County,CO,8,123,198177
,Yuma County,CO,8,125,198178
,Fairfield County,CT,9,1,212794
,Hartford County,CT,9,3,212338
,Litchfield County,CT,9,5,212796
,Middlesex County,CT,9,7,212797
,New Haven County,CT,9,9,212798
,New London County,CT,9,11,212799
,Tolland County,CT,9,13,212668
,Windham County,CT,9,15,212801
,Kent County,DE,10,1,217271
,New Castle County,DE,10,3,217270
,Sussex County,DE,10,5,217269
,District of Columbia,DC,11,1,1702382
,Alachua County,FL,12,1,308548
,Baker County,FL,12,3,306920
,Bay County,FL,12,5,295738
,Bradford County,FL,12,7,303634
,Brevard County,FL,12,9,295749
,Broward County,FL,12,11,295753
,Calhoun County,FL,12,13,306919
,Charlotte County,FL,12,15,295742
,Citrus County,FL,12,17,295752
,Clay County,FL,12,19,295726
,Collier County,FL,12,21,295754
,Columbia County,FL,12,23,306909
,DeSoto County,FL,12,27,294452
,Dixie County,FL,12,29,295725
,Duval County,FL,12,31,293656
,Escambia County,FL,12,33,295737
,Flagler County,FL,12,35,308547
,Franklin County,FL,12,37,306911
,Gadsden County,FL,12,39,306918
,Gilchrist County,FL,12,41,303633
,Glades County,FL,12,43,295743
,Gulf County,FL,12,45,306917
,Hamilton County,FL,12,47,295736
,Hardee County,FL,12,49,295746
,Hendry County,FL,12,51,307626
,Hernando County,FL,12,53,295751
,Highlands County,FL,12,55,295756
,Hillsborough County,FL,12,57,295757
,Holmes County,FL,12,59,295735
,Indian River County,FL,12,61,307624
,Jackson County,FL,12,63,295734
,Jefferson County,FL,12,65,295733
,Lafayette County,FL,12,67,295732
,Lake County,FL,12,69,308551
,Lee County,FL,12,71,295758
,Leon County,FL,12,73,306916
,Levy County,FL,12,75,295724
,Liberty County,FL,12,77,308549
,Madison County,FL,12,79,295731
,Manatee County,FL,12,81,295744
,Marion County,FL,12,83,306922
,Martin County,FL,12,85,308550
,Miami-Dade County,FL,12,86,295755
,Monroe County,FL,12,87,295759
,Nassau County,FL,12,89,295730
,Okaloosa County,FL,12,91,306915
,Okeechobee County,FL,12,93,295760
,Orange County,FL,12,95,295750
,Osceola County,FL,12,97,295748
,Palm Beach County,FL,12,99,295761
,Pasco County,FL,12,101,295739
,Pinellas County,FL,12,103,295745
,Polk County,FL,12,105,295747
,Putnam County,FL,12,107,306910
,St. Johns County,FL,12,109,308371
,St. Lucie County,FL,12,111,308372
,Santa Rosa County,FL,12,113,306914
,Sarasota County,FL,12,115,295741
,Seminole County,FL,12,117,303665
,Sumter County,FL,12,119,295740
,Suwannee County,FL,12,121,295729
,Taylor County,FL,12,123,295728
,Union County,FL,12,125,306913
,Volusia County,FL,12,127,306921
,Wakulla County,FL,12,129,306912
,Walton County,FL,12,131,295727
,Washington County,FL,12,133,295762
,Appling County,GA,13,1,349113
,Atkinson County,GA,13,3,345784
,Bacon County,GA,13,5,344784
,Baker County,GA,13,7,342832
,Baldwin County,GA,13,9,345255
,Banks County,GA,13,11,349230
,Barrow County,GA,13,13,356976
,Bartow County,GA,13,15,351604
,Ben Hill County,GA,13,17,351606
,Berrien County,GA,13,19,326638
,Bibb County,GA,13,21,1672039
,Bleckley County,GA,13,23,347451
,Brantley County,GA,13,25,351605
,Brooks County,GA,13,27,345518
,Bryan County,GA,13,29,350496
,Bulloch County,GA,13,31,350302
,Burke County,GA,13,33,347944
,Butts County,GA,13,35,352295
,Calhoun County,GA,13,37,344074
,Camden County,GA,13,39,1671316
,Candler County,GA,13,43,342852
,Carroll County,GA,13,45,326650
,Catoosa County,GA,13,47,353230
,Charlton County,GA,13,49,357747
,Chatham County,GA,13,51,1694477
,Chattahoochee County,GA,13,53,351012
,Chattooga County,GA,13,55,352213
,Cherokee County,GA,13,57,1685718
,Clarke County,GA,13,59,1672699
,Clay County,GA,13,61,344805
,Clayton County,GA,13,63,1672399
,Clinch County,GA,13,65,351285
,Cobb County,GA,13,67,1686112
,Coffee County,GA,13,69,347456
,Colquitt County,GA,13,71,343936
,Columbia County,GA,13,73,348865
,Cook County,GA,13,75,343878
,Coweta County,GA,13,77,326666
,Crawford County,GA,13,79,342918
,Crisp County,GA,13,81,351607
,Dade County,GA,13,83,347465
,Dawson County,GA,13,85,351312
,Decatur County,GA,13,87,352234
,DeKalb County,GA,13,89,1687424
,Dodge County,GA,13,91,348116
,Dooly County,GA,13,93,351608
,Dougherty County,GA,13,95,351259
,Douglas County,GA,13,97,1686467
,Early County,GA,13,99,345041
,Echols County,GA,13,101,348092
,Effingham County,GA,13,103,350219
,Elbert County,GA,13,105,347828
,Emanuel County,GA,13,107,347508
,Evans County,GA,13,109,345923
,Fannin County,GA,13,111,351094
,Fayette County,GA,13,113,1687740
,Floyd County,GA,13,115,353665
,Forsyth County,GA,13,117,1673358
,Franklin County,GA,13,119,349324
,Fulton County,GA,13,121,1694833
,Gilmer County,GA,13,123,351260
,Glascock County,GA,13,125,345642
,Glynn County,GA,13,127,1671513
,Gordon County,GA,13,129,356672
,Grady County,GA,13,131,351261
,Greene County,GA,13,133,348672
,Gwinnett County,GA,13,135,1688166
,Habersham County,GA,13,137,351383
,Hall County,GA,13,139,1686953
,Hancock County,GA,13,141,348209
,Haralson County,GA,13,143,350637
,Harris County,GA,13,145,326700
,Hart County,GA,13,147,1687995
,Heard County,GA,13,149,347067
,Henry County,GA,13,151,1671894
,Houston County,GA,13,153,1671693
,Irwin County,GA,13,155,352302
,Jackson County,GA,13,157,349570
,Jasper County,GA,13,159,346144
,Jeff Davis County,GA,13,161,1687999
,Jefferson County,GA,13,163,345714
,Jenkins County,GA,13,165,342985
,Johnson County,GA,13,167,346664
,Jones County,GA,13,169,345367
,Lamar County,GA,13,171,326713
,Lanier County,GA,13,173,348102
,Laurens County,GA,13,175,346568
,Lee County,GA,13,177,343390
,Liberty County,GA,13,179,357095
,Lincoln County,GA,13,181,1688000
,Long County,GA,13,183,326719
,Lowndes County,GA,13,185,326720
,Lumpkin County,GA,13,187,357196
,McDuffie County,GA,13,189,348794
,McIntosh County,GA,13,191,356886
,Macon County,GA,13,193,346957
,Madison County,GA,13,195,1688004
,Marion County,GA,13,197,344107
,Meriwether County,GA,13,199,346892
,Miller County,GA,13,201,344088
,Mitchell County,GA,13,205,343645
,Monroe County,GA,13,207,343073
,Montgomery County,GA,13,209,352276
,Morgan County,GA,13,211,346008
,Murray County,GA,13,213,1688005
,Muscogee County,GA,13,215,357428
,Newton County,GA,13,217,1673547
,Oconee County,GA,13,219,356774
,Oglethorpe County,GA,13,221,351262
,Paulding County,GA,13,223,349912
,Peach County,GA,13,225,343153
,Pickens County,GA,13,227,1673011
,Pierce County,GA,13,229,349086
,Pike County,GA,13,231,346482
,Polk County,GA,13,233,343585
,Pulaski County,GA,13,235,347593
,Putnam County,GA,13,237,347246
,Quitman County,GA,13,239,350547
,Rabun County,GA,13,241,351489
,Randolph County,GA,13,243,352242
,Richmond County,GA,13,245,358024
,Rockdale County,GA,13,247,357592
,Schley County,GA,13,249,344129
,Screven County,GA,13,251,350204
,Seminole County,GA,13,253,351263
,Spalding County,GA,13,255,353055
,Stephens County,GA,13,257,350028
,Stewart County,GA,13,259,347360
,Sumter County,GA,13,261,343504
,Talbot County,GA,13,263,326757
,Taliaferro County,GA,13,265,347654
,Tattnall County,GA,13,267,347445
,Taylor County,GA,13,269,344156
,Telfair County,GA,13,271,356958
,Terrell County,GA,13,273,352238
,Thomas County,GA,13,275,343835
,Tift County,GA,13,277,344090
,Toombs County,GA,13,279,345220
,Towns County,GA,13,281,351252
,Treutlen County,GA,13,283,347505
,Troup County,GA,13,285,1673298
,Turner County,GA,13,287,343238
,Twiggs County,GA,13,289,345456
,Union County,GA,13,291,353193
,Upson County,GA,13,293,346759
,Walker County,GA,13,295,354216
,Walton County,GA,13,297,351264
,Ware County,GA,13,299,357722
,Warren County,GA,13,301,347777
,Washington County,GA,13,303,348428
,Wayne County,GA,13,305,350608
,Webster County,GA,13,307,352287
,Wheeler County,GA,13,309,351278
,White County,GA,13,311,326781
,Whitfield County,GA,13,313,353513
,Wilcox County,GA,13,315,345499
,Wilkes County,GA,13,317,351265
,Wilkinson County,GA,13,319,346824
,Worth County,GA,13,321,343365
,Hawaii County,HI,15,1,365280
,Honolulu County,HI,15,3,365281
,Kalawao County,HI,15,5,1702380
,Kauai County,HI,15,7,365282
,Maui County,HI,15,9,365283
,Ada County,ID,16,1,395066
,Adams County,ID,16,3,395067
,Bannock County,ID,16,5,395091
,Bear Lake County,ID,16,7,395090
,Benewah County,ID,16,9,395190
,Bingham County,ID,16,11,400593
,Blaine County,ID,16,13,395696
,Boise County,ID,16,15,395157
,Bonner County,ID,16,17,395158
,Bonneville County,ID,16,19,395407
,Boundary County,ID,16,21,395159
,Butte County,ID,16,23,401703
,Camas County,ID,16,25,399408
,Canyon County,ID,16,27,399406
,Caribou County,ID,16,29,395406
,Cassia County,ID,16,31,395698
,Clark County,ID,16,33,399755
,Clearwater County,ID,16,35,395697
,Custer County,ID,16,37,399758
,Elmore County,ID,16,39,400252
,Franklin County,ID,16,41,395585
,Fremont County,ID,16,43,395408
,Gem County,ID,16,45,395442
,Gooding County,ID,16,47,395441
,Idaho County,ID,16,49,395699
,Jefferson County,ID,16,51,399751
,Jerome County,ID,16,53,395662
,Kootenai County,ID,16,55,395661
,Latah County,ID,16,57,395613
,Lemhi County,ID,16,59,399754
,Lewis County,ID,16,61,395622
,Lincoln County,ID,16,63,395624
,Madison County,ID,16,65,394803
,Minidoka County,ID,16,67,394807
,Nez Perce County,ID,16,69,399394
,Oneida County,ID,16,71,399759
,Owyhee County,ID,16,73,399760
,Payette County,ID,16,75,394896
,Power County,ID,16,77,394951
,Shoshone County,ID,16,79,1702379
,Teton County,ID,16,81,399297
,Twin Falls County,ID,16,83,399334
,Valley County,ID,16,85,399756
,Washington County,ID,16,87,399757
,Adams County,IL,17,1,424202
,Alexander County,IL,17,3,424203
,Bond County,IL,17,5,424204
,Boone County,IL,17,7,424205
,Brown County,IL,17,9,424206
,Bureau County,IL,17,11,424207
,Calhoun County,IL,17,13,424208
,Carroll County,IL,17,15,424209
,Cass County,IL,17,17,424210
,Champaign County,IL,17,19,424211
,Christian County,IL,17,21,424212
,Clark County,IL,17,23,424213
,Clay County,IL,17,25,424214
,Clinton County,IL,17,27,424215
,Coles County,IL,17,29,424216
,Cook County,IL,17,31,1784766
,Crawford County,IL,17,33,424218
,Cumberland County,IL,17,35,424219
,DeKalb County,IL,17,37,422190
,De Witt County,IL,17,39,426598
,Douglas County,IL,17,41,424222
,DuPage County,IL,17,43,422191
,Edgar County,IL,17,45,424224
,Edwards County,IL,17,47,424225
,Effingham County,IL,17,49,424226
,Fayette County,IL,17,51,424227
,Ford County,IL,17,53,424228
,Franklin County,IL,17,55,424229
,Fulton County,IL,17,57,424230
,Gallatin County,IL,17,59,424231
,Greene County,IL,17,61,424232
,Grundy County,IL,17,63,424233
,Hamilton County,IL,17,65,424234
,Hancock County,IL,17,67,424235
,Hardin County,IL,17,69,424236
,Henderson County,IL,17,71,424237
,Henry County,IL,17,73,424238
,Iroquois County,IL,17,75,424239
,Jackson County,IL,17,77,424240
,Jasper County,IL,17,79,424241
,Jefferson County,IL,17,81,424242
,Jersey County,IL,17,83,424243
,Jo Daviess County,IL,17,85,424244
,Johnson County,IL,17,87,424245
,Kane County,IL,17,89,424246
,Kankakee County,IL,17,91,424247
,Kendall County,IL,17,93,424248
,Knox County,IL,17,95,424249
,Lake County,IL,17,97,1784796
,LaSalle County,IL,17,99,422247
,Lawrence County,IL,17,101,424252
,Lee County,IL,17,103,424253
,Livingston County,IL,17,105,424254
,Logan County,IL,17,107,424255
,McDonough County,IL,17,109,1784729
,McHenry County,IL,17,111,1784815
,McLean County,IL,17,113,1784833
,Macon County,IL,17,115,424256
,Macoupin County,IL,17,117,424257
,Madison County,IL,17,119,424258
,Marion County,IL,17,121,424259
,Marshall County,IL,17,123,424260
,Mason County,IL,17,125,424261
,Massac County,IL,17,127,1784730
,Menard County,IL,17,129,424266
,Mercer County,IL,17,131,1784750
,Monroe County,IL,17,133,1784865
,Montgomery County,IL,17,135,1784866
,Morgan County,IL,17,137,424270
,Moultrie County,IL,17,139,1784885
,Ogle County,IL,17,141,1784894
,Peoria County,IL,17,143,1784920
,Perry County,IL,17,145,1784940
,Piatt County,IL,17,147,424275
,Pike County,IL,17,149,1784941
,Pope County,IL,17,151,424277
,Pulaski County,IL,17,153,1784966
,Putnam County,IL,17,155,424279
,Randolph County,IL,17,157,1784967
,Richland County,IL,17,159,424281
,Rock Island County,IL,17,161,424282
,St. Clair County,IL,17,163,1784987
,Saline County,IL,17,165,424283
,Sangamon County,IL,17,167,1785010
,Schuyler County,IL,17,169,1785037
,Scott County,IL,17,171,424286
,Shelby County,IL,17,173,1785051
,Stark County,IL,17,175,424288
,Stephenson County,IL,17,177,1785076
,Tazewell County,IL,17,179,1785094
,Union County,IL,17,181,1785113
,Vermilion County,IL,17,183,1785114
,Wabash County,IL,17,185,424293
,Warren County,IL,17,187,1785134
,Washington County,IL,17,189,1785150
,Wayne County,IL,17,191,424296
,White County,IL,17,193,424297
,Whiteside County,IL,17,195,1785167
,Will County,IL,17,197,1785190
,Williamson County,IL,17,199,1785215
,Winnebago County,IL,17,201,1785216
,Woodford County,IL,17,203,1785231
,Adams County,IN,18,1,450401
,Allen County,IN,18,3,450402
,Bartholomew County,IN,18,5,451683
,Benton County,IN,18,7,450403
,Blackford County,IN,18,9,450404
,Boone County,IN,18,11,450405
,Brown County,IN,18,13,451684
,Carroll County,IN,18,15,450406
,Cass County,IN,18,17,450339
,Clark County,IN,18,19,450340
,Clay County,IN,18,21,450341
,Clinton County,IN,18,23,450342
,Crawford County,IN,18,25,451674
,Daviess County,IN,18,27,450343
,Dearborn County,IN,18,29,450344
,Decatur County,IN,18,31,450345
,DeKalb County,IN,18,33,450346
,Delaware County,IN,18,35,450347
,Dubois County,IN,18,37,451675
,Elkhart County,IN,18,39,450348
,Fayette County,IN,18,41,450349
,Floyd County,IN,18,43,450350
,Fountain County,IN,18,45,450351
,Franklin County,IN,18,47,450352
,Fulton County,IN,18,49,450353
,Gibson County,IN,18,51,450354
,Grant County,IN,18,53,450355
,Greene County,IN,18,55,451676
,Hamilton County,IN,18,57,450356
,Hancock County,IN,18,59,450357
,Harrison County,IN,18,61,451677
,Hendricks County,IN,18,63,450358
,Henry County,IN,18,65,450359
,Howard County,IN,18,67,450360
,Huntington County,IN,18,69,450361
,Jackson County,IN,18,71,451678
,Jasper County,IN,18,73,450494
,Jay County,IN,18,75,450362
,Jefferson County,IN,18,77,450363
,Jennings County,IN,18,79,450364
,Johnson County,IN,18,81,450365
,Knox County,IN,18,83,450366
,Kosciusko County,IN,18,85,450367
,LaGrange County,IN,18,87,450368
,Lake County,IN,18,89,450495
,LaPorte County,IN,18,91,450507
,Lawrence County,IN,18,93,451703
,Madison County,IN,18,95,450370
,Marion County,IN,18,97,450371
,Marshall County,IN,18,99,450372
,Martin County,IN,18,101,451679
,Miami County,IN,18,103,450373
,Monroe County,IN,18,105,451680
,Montgomery County,IN,18,107,450374
,Morgan County,IN,18,109,450375
,Newton County,IN,18,111,450376
,Noble County,IN,18,113,450377
,Ohio County,IN,18,115,450378
,Orange County,IN,18,117,451681
,Owen County,IN,18,119,450379
,Parke County,IN,18,121,450380
,Perry County,IN,18,123,451682
,Pike County,IN,18,125,450381
,Porter County,IN,18,127,450382
,Posey County,IN,18,129,450383
,Pulaski County,IN,18,131,446852
,Putnam County,IN,18,133,450384
,Randolph County,IN,18,135,446853
,Ripley County,IN,18,137,450385
,Rush County,IN,18,139,446854
,St. Joseph County,IN,18,141,452855
,Scott County,IN,18,143,450386
,Shelby County,IN,18,145,450387
,Spencer County,IN,18,147,450388
,Starke County,IN,18,149,450389
,Steuben County,IN,18,151,450390
,Sullivan County,IN,18,153,450391
,Switzerland County,IN,18,155,450392
,Tippecanoe County,IN,18,157,450393
,Tipton County,IN,18,159,450394
,Union County,IN,18,161,450395
,Vanderburgh County,IN,18,163,450396
,Vermillion County,IN,18,165,450397
,Vigo County,IN,18,167,450398
,Wabash County,IN,18,169,450399
,Warren County,IN,18,171,450400
,Warrick County,IN,18,173,450335
,Washington County,IN,18,175,451665
,Wayne County,IN,18,177,450336
,Wells County,IN,18,179,450337
,White County,IN,18,181,450338
,Whitley County,IN,18,183,450369
,Adair County,IA,19,1,465190
,Adams County,IA,19,3,465191
,Allamakee County,IA,19,5,465192
,Appanoose County,IA,19,7,465193
,Audubon County,IA,19,9,465194
,Benton County,IA,19,11,465195
,Black Hawk County,IA,19,13,465196
,Boone County,IA,19,15,465197
,Bremer County,IA,19,17,465198
,Buchanan County,IA,19,19,465199
,Buena Vista County,IA,19,21,465200
,Butler County,IA,19,23,465201
,Calhoun County,IA,19,25,465202
,Carroll County,IA,19,27,465203
